Date,Temp
2023-01-01,27.994759512388555
2023-01-02,26.317970484753562
2023-01-03,19.708015239893655
2023-01-04,24.491045122446973
2023-01-05,26.55203218969464
2023-01-06,22.699391305217773
2023-01-07,25.827551731550706
2023-01-08,25.527726026138435
2023-01-09,25.38566201393475
2023-01-10,25.019287574863988
2023-01-11,27.012010011675567
2023-01-12,29.491379219869078
2023-01-13,23.1558479871359
2023-01-14,29.304037363989767
2023-01-15,27.072618050433476
2023-01-16,27.888945789652915
2023-01-17,23.309774939847923
2023-01-18,27.290234964151995
2023-01-19,31.502823252072634
2023-01-20,23.973281959567817
2023-01-21,21.44204415396741
2023-01-22,22.306644334066995
2023-01-23,28.495455920908388
2023-01-24,35.01153605456936
2023-01-25,31.385953652288002
2023-01-26,33.18980266604665
2023-01-27,28.625203573010044
2023-01-28,32.67628254868483
2023-01-29,27.821758745131167
2023-01-30,30.6269509557368
2023-01-31,28.13580393557907
2023-02-01,27.43878239620461
2023-02-02,29.632280960935354
2023-02-03,27.951625670600986
2023-02-04,33.44977237426663
2023-02-05,30.252057400610454
2023-02-06,31.008632699295053
2023-02-07,28.934369858351037
2023-02-08,33.854185492416725
2023-02-09,28.024558978405054
2023-02-10,32.33501766258071
2023-02-11,29.4336799360302
2023-02-12,27.79804610313513
2023-02-13,29.2764245376755
2023-02-14,28.456754245426804
2023-02-15,30.35649035438494
2023-02-16,30.099145484627442
2023-02-17,32.17295019189879
2023-02-18,33.049628238609735
2023-02-19,31.027460103784495
2023-02-20,31.505342074337065
2023-02-21,32.56143088025118
2023-02-22,30.18332129670965
2023-02-23,34.033936627347586
2023-02-24,34.540285096894735
2023-02-25,32.72613298205604
2023-02-26,39.39887652767775
2023-02-27,35.06408307618937
2023-02-28,32.069366642762304
2023-03-01,31.41162957384856
2023-03-02,31.891092814925756
2023-03-03,31.169376848511366
2023-03-04,36.14527251077206
2023-03-05,30.747245008018496
2023-03-06,32.676446913144645
2023-03-07,31.40842045352397
2023-03-08,36.20868669845115
2023-03-09,28.885611794183152
2023-03-10,32.12221532769942
2023-03-11,32.9096997623063
2023-03-12,34.29644155150292
2023-03-13,34.78126928443411
2023-03-14,32.80859419727986
2023-03-15,36.477782535449855
2023-03-16,34.50660960235426
2023-03-17,41.01425100802681
2023-03-18,29.1324349150589
2023-03-19,35.562441207540914
2023-03-20,30.60560693918089
2023-03-21,31.384456962039838
2023-03-22,39.76831847699329
2023-03-23,39.07918061253883
2023-03-24,28.304937982106416
2023-03-25,33.23100385356454
2023-03-26,33.72467855104571
2023-03-27,27.547042743494714
2023-03-28,33.81269842745554
2023-03-29,35.15327338232677
2023-03-30,34.63614964690976
2023-03-31,28.00931880317366
2023-04-01,37.320809724146855
2023-04-02,34.73353932730587
2023-04-03,33.81343049807016
2023-04-04,31.73378392463048
2023-04-05,36.12467420540985
2023-04-06,36.733979063092164
2023-04-07,32.520309601035265
2023-04-08,34.219815948775526
2023-04-09,36.41356436066094
2023-04-10,28.047604279930027
2023-04-11,34.23920288540332
2023-04-12,28.137110835265105
2023-04-13,31.06053772525298
2023-04-14,35.20539121870403
2023-04-15,33.32700521724279
2023-04-16,32.52076691033343
2023-04-17,32.791426271423006
2023-04-18,36.17933131270646
2023-04-19,35.70766953412787
2023-04-20,31.1750031875629
2023-04-21,34.36243797461762
2023-04-22,32.01518967944765
2023-04-23,40.58179028076636
2023-04-24,31.089169094853776
2023-04-25,32.30442094991967
2023-04-26,32.12919050594146
2023-04-27,31.78896759228212
2023-04-28,33.456870527440145
2023-04-29,33.777540867635025
2023-04-30,28.024860982847542
2023-05-01,31.080781955056587
2023-05-02,28.75572054941885
2023-05-03,36.34003725905956
2023-05-04,39.939196943682695
2023-05-05,36.602187262137186
2023-05-06,33.39795414023992
2023-05-07,35.331090308941505
2023-05-08,32.665811315518354
2023-05-09,37.034949336644324
2023-05-10,33.96549746432649
2023-05-11,31.16665861946298
2023-05-12,28.360186830369035
2023-05-13,29.718998315219935
2023-05-14,32.4681598399971
2023-05-15,27.734712166271798
2023-05-16,30.630196131666395
2023-05-17,35.19654806663228
2023-05-18,31.143765233901288
2023-05-19,36.88896950713794
2023-05-20,35.14923089677483
2023-05-21,29.817750401183595
2023-05-22,26.473631852772854
2023-05-23,30.276423156677374
2023-05-24,28.845266125562276
2023-05-25,31.286105257529304
2023-05-26,34.85946455468562
2023-05-27,26.508540417251584
2023-05-28,28.571538838478816
2023-05-29,30.59294247269632
2023-05-30,32.85732390465223
2023-05-31,47.8
2023-06-01,30.403516833740554
2023-06-02,33.04606640455558
2023-06-03,30.34327302283177
2023-06-04,28.000582523168195
2023-06-05,28.730922385552645
2023-06-06,26.28397350230346
2023-06-07,29.889997912299147
2023-06-08,30.921060814976638
2023-06-09,18.99711245338127
2023-06-10,31.431526203092794
2023-06-11,27.447575138049903
2023-06-12,28.838788483903933
2023-06-13,29.281206857419203
2023-06-14,20.245760422470397
2023-06-15,23.37934025834435
2023-06-16,25.803003265578656
2023-06-17,24.262482614377745
2023-06-18,27.29274014708968
2023-06-19,24.75832693489237
2023-06-20,21.00199556293517
2023-06-21,27.803620835431417
2023-06-22,29.09805397929561
2023-06-23,27.321127708543525
2023-06-24,23.319593658717572
2023-06-25,24.504903338863283
2023-06-26,26.76187427010442
2023-06-27,26.754964648863773
2023-06-28,27.794448208209104
2023-06-29,23.718854751488106
2023-06-30,20.167580784582604
2023-07-01,22.221344078411207
2023-07-02,25.68772439681951
2023-07-03,26.145853242470896
2023-07-04,30.41696451419826
2023-07-05,23.921321930538145
2023-07-06,24.13171078713704
2023-07-07,22.694238739728668
2023-07-08,21.837443918880734
2023-07-09,25.228735499909906
2023-07-10,23.772951066885742
2023-07-11,21.920169573636944
